GWG,Veillonella,Enterococcus,Bifidobacterium,Escherichia/Shigella,Bacteroides,Streptococcus,Prevotella,Klebsiella,Enterobacter,Staphylococcus,Megamonas,Sutterella,Parabacteroides,Alloprevotella,Dialister,Barnesiella,Lactobacillus,Roseburia,Clostridium_sensu_stricto,Alistipes,Faecalibacterium,Clostridium_XlVa,Citrobacter,Flavonifractor,Akkermansia,Lachnospiracea_incertae_sedis,Mitsuokella,Butyricimonas,Brevundimonas,Sphingomonas,Rothia,Fusicatenibacter,Blautia,Gemmiger,Oscillibacter,Kluyvera,Salmonella,Haemophilus,Proteus,Ruminococcus,Bacillus,Odoribacter,Dorea
1,0.000868621,0.003216612,0.001099349,0.000312161,0.013477199,0.583061889,0.022692725,0.001004343,0.103949511,0.000312161,0.004777416,0.004234528,0.001832248,0.004655266,0.002823018,0.003800217,0.000380022,0.003488056,0.000882193,0.002442997,0.002945168,0.000705755,0.000190011,0.00036645,0.000190011,0.001832248,0.001710098,0.001533659,4.07E-05,0.000203583,0,0.000990771,0.000787188,0.00104506,0.000597177,0.197692725,0.001126493,0.00012215,0.000108578,0.000230727,0.0002443,2.71E-05,0.000149294
1,0.001517441,0.807488668,0.002916639,0.000584642,0.023661565,0.030486763,0.036313473,0.000308743,0.000124811,0.000755436,0.007790843,0.007817119,0.003054588,0.007751429,0.004578598,0.006477041,0.000670039,0.006207712,0.001241542,0.004164751,0.00568876,0.001307232,5.91E-05,0.00039414,0.000183932,0.003034881,0.002542206,0.00258162,0.000111673,0.000302174,5.26E-05,0.0015897,0.001215266,0.001563424,0.001175852,2.63E-05,6.57E-06,0.0004664,0,0.000348157,0.000604349,0.000151087,0.000275898
1,0.010319151,0.000184362,0.011650654,0.003359485,0.150034824,0.003548969,0.201179917,0.000522359,0.000435299,0.000471147,0.055134482,0.047263248,0.018943196,0.041409755,0.034439847,0.033651187,0.000681115,0.023040129,0.002494008,0.029989553,0.025662167,0.007763689,0.00017412,0.003446545,0.001413442,0.016787185,0.014646537,0.015353258,0.117561505,0.013437942,0.000189483,0.007420571,0.004194236,0.008798165,0.007087695,0.00022021,1.54E-05,0.002616916,0,0.001561956,0.000168999,0.001285413,0.001157384
1,0.004407404,0.53671883,0.004041075,0.001808753,0.065218138,0.048538688,0.092876032,0.000652525,0.000446464,0.000320539,0.022380456,0.01959864,0.00734949,0.018224904,0.013806051,0.013703021,0.000721212,0.012100329,0.002175083,0.010806727,0.010131306,0.003308415,0.000354882,0.00151111,0.000606734,0.007017504,0.005781141,0.006948817,0.000228956,0.000847137,0.026593248,0.003766327,0.002495621,0.003354206,0.003090907,5.72E-05,5.72E-05,0.001110437,1.14E-05,0.000538047,0.00036633,0.000824242,0.000583838
1,0.00970004,0.000106541,0.009046268,0.003094521,0.137819985,0.00260056,0.18515308,0.000309936,0.000406791,0.040519337,0.057381813,0.04113921,0.016843104,0.039143994,0.036049474,0.031042064,0.000600502,0.023593906,0.003225275,0.026068554,0.019802028,0.006779858,0.000406791,0.003089678,0.000920124,0.015840654,0.014717135,0.014901159,0.02073668,0.08057377,0.000174339,0.008489351,0.005506213,0.006823443,0.00738036,0.000101698,2.91E-05,0.002135655,4.84E-06,0.00142377,0.000121069,0.001414085,0.000871696
1,0.009712948,0.146868816,0.015088953,0.003704473,0.13374956,0.023789947,0.161903557,0.000569224,0.000650542,0.054844277,0.049630908,0.037388075,0.018034461,0.036267698,0.032888495,0.029084634,0.000659577,0.025777714,0.003812897,0.023067123,0.021982887,0.007408947,0.000207812,0.003451485,0.001165554,0.013905328,0.015278694,0.012622315,0.000162635,0.001273977,9.04E-06,0.007327629,0.005023627,0.007454123,0.00674937,0.000108424,3.61E-05,0.002051013,9.04E-06,0.001635389,0.000343341,0.001427578,0.000587295
2,0.002884531,0.492522745,0.004523896,0.001658136,0.03955124,0.030697418,0.05593863,0.000431741,0.000882254,0.217797745,0.015323681,0.013352689,0.005193408,0.012808319,0.008440851,0.011269069,0.000544369,0.010211616,0.001201367,0.0071644,0.007852682,0.002058592,0.000963596,0.000775883,0.000463027,0.005162122,0.004742895,0.004411268,5.63E-05,0.000707054,3.13E-05,0.003297501,0.001733222,0.002202505,0.001808307,0.000143914,3.13E-05,0.000600683,0,0.000450512,0.000644483,0.000262799,0.000362913
2,0.008928109,0.167210432,0.01235642,0.00516836,0.13002724,0.012563569,0.17153984,0.000652518,0.000838952,0.004329408,0.052128971,0.037369626,0.01473863,0.043242291,0.033744524,0.03064765,0.00080788,0.034583476,0.003314379,0.021336316,0.027996147,0.007830221,0.000186434,0.003604387,0.001812551,0.018467307,0.017462636,0.010751018,0.000476442,0.002092202,3.11E-05,0.010171001,0.007219132,0.007778434,0.008058084,9.32E-05,4.14E-05,0.002506499,2.07E-05,0.001626117,0.00032108,0.001077173,0.001139318
2,0.009494058,6.62E-05,0.015787757,0.003577471,0.149453697,0.004270542,0.193540168,0.000535092,0.00061663,0.094104817,0.052821208,0.047393848,0.019854455,0.04804615,0.036727684,0.033603767,0.000570765,0.025709888,0.002599017,0.029705241,0.025383737,0.007027539,0.00024971,0.003388915,0.001172106,0.019839167,0.016011986,0.015568624,0.015925352,0.00840349,0.000264998,0.00803657,0.004571213,0.009009927,0.007430132,0.000107018,5.10E-05,0.002797766,5.10E-06,0.001610372,0.000101922,0.001391239,0.001197586
2,0.004349499,0.521616942,0.005524482,0.001587258,0.063524675,0.072587849,0.085849355,0.000178652,0.002789726,0.000858906,0.024516608,0.018373713,0.007324749,0.019692993,0.013708137,0.016992593,0.000913876,0.016490992,0.002246898,0.011241359,0.013591326,0.003682988,0.002384323,0.001580387,0.00065964,0.008362307,0.007785122,0.006685723,2.75E-05,0.000852035,6.87E-06,0.0043014,0.003002735,0.004459439,0.003476851,0.00032982,6.87E-05,0.001023816,8.93E-05,0.000611541,0.000522215,0.000474116,0.000755837
2,0.005263278,0.011944758,0.005589389,0.002032505,0.080458375,0.531833729,0.104196213,0.000394367,0.000250271,0.000462622,0.025876518,0.023191791,0.010435548,0.021819092,0.015524394,0.018671743,0.000462622,0.015964264,0.002206936,0.015334795,0.012907923,0.004277361,0.000166847,0.001691226,0.000750813,0.008069348,0.007174439,0.008342371,0.000151679,0.001281692,3.79E-05,0.003807155,0.002866742,0.004087762,0.004535216,8.34E-05,3.79E-05,0.001334779,3.79E-05,0.00059155,0.000295775,0.000765981,0.000856989
2,0.006032314,9.27E-05,0.28893524,0.002006357,0.08130049,0.004211363,0.114051119,0.000278109,0.000178784,0.220401271,0.034061714,0.02439412,0.009905973,0.024851013,0.019785459,0.019878162,0.000496623,0.015415177,0.002079195,0.015262879,0.011170706,0.003582307,0.000192028,0.002112303,0.000390677,0.010203946,0.008422725,0.009356377,0.001052841,0.002218249,0.000165541,0.004787445,0.002410277,0.004310687,0.003648523,1.32E-05,6.62E-06,0.001072706,6.62E-06,0.000840948,0.000357569,0.000821083,0.000595948
2,0.003831599,0.529489143,0.004668074,0.001592002,0.060482593,0.073643594,0.087040697,0.000451967,0.000242848,0.000640848,0.0256879,0.019488536,0.008567131,0.020426198,0.014577613,0.015535513,0.000384509,0.015447818,0.002043969,0.011285677,0.0137209,0.003325666,0.000121424,0.00161224,0.000573391,0.007757638,0.007649706,0.006954891,0.000215865,0.000836476,4.05E-05,0.004081192,0.002759021,0.004539905,0.003757395,8.09E-05,6.75E-06,0.000937662,6.75E-06,0.000802747,0.000499187,0.000398001,0.000715052
2,0.007121398,0.082939052,0.006726103,0.00319277,0.121969909,0.078049552,0.156980916,0.000170281,0.003302237,0.137131007,0.047034068,0.035181289,0.017101086,0.037747668,0.029087658,0.025700281,0.000699369,0.023109576,0.002931267,0.022446696,0.020336427,0.006659207,0.002438668,0.002414343,0.000991279,0.012740674,0.013208947,0.011220307,9.12E-05,0.001897418,5.47E-05,0.005740905,0.004402982,0.005278714,0.005546298,0.000480436,3.65E-05,0.00198864,9.73E-05,0.001131153,0.000535169,0.00116156,0.00095479
2,0.010879013,0.325618954,0.005624562,0.012381887,0.094821253,0.057030702,0.124564699,0.000717791,0.002916024,0.011708958,0.038906491,0.027808776,0.01150708,0.029878032,0.023709519,0.022744988,0.000824338,0.020967335,0.002792654,0.01810178,0.017939156,0.006841441,0.002243095,0.00218141,0.001216879,0.011608019,0.011052853,0.009981775,0.000201879,0.001749614,0,0.005961026,0.0047105,0.005910557,0.005052573,0.000308426,6.17E-05,0.001687929,3.93E-05,0.001317819,0.000543951,0.000611244,0.000947708
2,0.006976015,0.322144778,0.005957047,0.002737347,0.098580679,0.00361161,0.12166122,0.000530587,0.002224848,0.083561446,0.038105804,0.030466555,0.013861589,0.029749056,0.024214068,0.024328626,0.000639116,0.02127775,0.002393672,0.019137314,0.019643783,0.004932049,0.001676173,0.001832937,0.000946616,0.012324092,0.011938211,0.009912333,0.000180882,0.00130838,4.22E-05,0.005541018,0.003744257,0.005733959,0.004823519,0.000391911,5.43E-05,0.00160985,3.62E-05,0.001187792,0.000542646,0.000940586,0.000910439
2,0.009555363,0.084866972,0.006504919,0.005616048,0.116704713,0.026363104,0.195187976,0.000646452,0.000383831,0.002100968,0.049190925,0.025494434,0.00989879,0.051817135,0.02393891,0.031191289,0.001676734,0.057877619,0.004161532,0.019837983,0.042847619,0.012444193,0.000343427,0.003979718,0.002181774,0.024666168,0.019575362,0.007676613,0.000606048,0.000848468,0.00137371,0.015696653,0.009474556,0.008605887,0.010989677,0.00012121,2.02E-05,0.002181774,0,0.002727218,0.000525242,0.001171694,0.001939355
2,0.001857281,0.330626717,0.375523799,0.000897942,0.029593701,0.089840212,0.044382876,9.21E-05,0.001511919,0.003384549,0.01238699,0.010046202,0.004121322,0.009501297,0.008250319,0.007866583,0.000506531,0.007590293,0.000928641,0.005610217,0.006293266,0.001941703,0.000967014,0.000713748,0.000237916,0.004105972,0.003445947,0.003476646,7.67E-06,0.000721423,0,0.001749835,0.001604015,0.001826582,0.001519594,6.91E-05,7.67E-06,0.000544905,1.53E-05,0.000345362,0.000337687,0.000237916,0.000207217
2,0.006328126,0.392196467,0.004273652,0.002565925,0.068863885,0.11471246,0.095043257,0.000476777,0.003302762,0.001282963,0.031926698,0.019677872,0.007576414,0.022477852,0.020943498,0.017701416,0.001031571,0.024506319,0.002825985,0.011902079,0.019417812,0.006518837,0.00312072,0.001673053,0.000589469,0.01384386,0.011104561,0.006146084,0.00026006,0.001282963,0,0.007056294,0.00396158,0.004629068,0.004559718,0.000251391,5.20E-05,0.001126927,4.33E-05,0.00117027,0.000615475,0.000736837,0.000996897
2,0.000882094,0.887778104,0.004410468,0.000686073,0.016073704,0.004508478,0.015289621,0.000686073,9.80E-05,0.013133392,0.003626384,0.004312457,0.001470156,0.004900519,0.002156229,0.001470156,0.000980104,0.001960208,0.001568166,0.003136332,0.001470156,0.000490052,0.000392042,0.000196021,9.80E-05,0.000980104,0.000588062,0.000686073,0,9.80E-05,0,0.000784083,9.80E-05,0.000490052,0.000784083,0,0,0,0,0.000196021,0.000588062,0.000196021,9.80E-05
2,0.003049671,0.007475414,0.003331261,0.000993534,0.055499769,0.554360127,0.082952124,0.000191269,0.000180643,0.072660812,0.020056637,0.014956141,0.006768783,0.017671092,0.010471955,0.01307002,0.000557867,0.009637812,0.001418575,0.010397573,0.008952433,0.002725577,8.50E-05,0.001051977,0.000584432,0.0075923,0.005334268,0.004834845,0.016661619,0.001657661,5.84E-05,0.00340033,0.002284597,0.003086863,0.002534309,7.97E-05,1.59E-05,0.000866022,5.31E-06,0.000355972,0.000244399,0.000717257,0.000520676
2,0.001668712,9.33E-05,0.012328834,0.177496933,0.647146012,0.002134969,0.019033129,0.000142331,8.83E-05,6.38E-05,0.007214724,0.07088589,0.001629448,0.004093252,0.00438773,0.003543558,0.000181595,0.003411043,0.000525153,0.002066258,0.003234356,0.000687117,0.000534969,0.000480982,0.000117791,0.00208589,0.002719018,0.001825767,0.005771779,0.00033865,7.36E-05,0.001173006,0.000736196,0.001011043,0.00084908,1.47E-05,5.40E-05,0.000245399,6.38E-05,0.000269939,6.87E-05,9.33E-05,0.000107975
2,0.005646426,0.473522842,0.005237164,0.002309901,0.071350286,0.063081811,0.094601906,0.000443945,0.00439783,0.000652044,0.03018826,0.022828485,0.007859214,0.022287427,0.019443404,0.017390158,0.001089053,0.016856037,0.001546871,0.01257613,0.015496455,0.004002442,0.003607053,0.001609301,0.000728347,0.010016509,0.010155242,0.008088123,8.32E-05,0.001845146,0,0.006409456,0.003960822,0.004293781,0.004099555,0.000513311,5.55E-05,0.001227785,3.47E-05,0.001040496,0.000263592,0.000554931,0.000437008
2,0.001342051,0.036476256,0.002248222,0.000894701,0.026634549,0.795090617,0.039676531,0.000160587,5.74E-05,0.00243175,0.008212893,0.007627896,0.003716449,0.008040835,0.004565267,0.007237899,0.000412939,0.00573526,0.001169993,0.004714384,0.005184675,0.001399404,0.000183528,0.000584997,0.000424409,0.00330351,0.002580867,0.003544391,0.000114705,0.00066529,0,0.001743519,0.001342051,0.001364992,0.001112641,2.29E-05,2.29E-05,0.000493232,0,0.000172058,0.000263822,0.000160587,0.000286763
2,0.003875771,0.215986828,0.397149997,0.001078222,0.039719371,0.041271136,0.060540714,0.00012385,0.002243868,0.067214034,0.018242352,0.014024173,0.005544101,0.013834755,0.011088203,0.010541807,0.000415261,0.01049081,0.001238498,0.008144948,0.00857478,0.00256442,0.002032594,0.000976228,0.000568252,0.005631525,0.005332828,0.004240036,0.000116565,0.000655676,6.56E-05,0.00333666,0.001945171,0.002695555,0.002134588,0.000356979,2.91E-05,0.000706673,7.29E-06,0.00050997,0.00038612,0.000225844,0.000437117
2,0.009842326,0.15126974,0.008031044,0.002885773,0.131867525,0.057948768,0.169732544,0.000644694,0.003616426,0.0020753,0.054295503,0.038460594,0.017910209,0.040192057,0.033094285,0.029127883,0.001142029,0.026862244,0.002922612,0.025038682,0.02414225,0.006962694,0.003536606,0.002695434,0.00102537,0.014975317,0.016301545,0.011365032,0.000423656,0.00211828,5.53E-05,0.008712577,0.005077732,0.008773976,0.006219761,0.000454356,5.53E-05,0.002259498,0.000116659,0.001320087,0.000196478,0.000982391,0.001356927
2,0.006257359,0.013807356,0.006314992,0.003507414,0.102488947,0.382308142,0.135117778,0.000658669,0.000584569,0.001012704,0.037387717,0.031155059,0.012827585,0.03147616,0.023777963,0.02159612,0.000749236,0.020319949,0.003054579,0.016927802,0.018516841,0.005104687,0.000304635,0.002379443,0.000815103,0.011370279,0.011831348,0.009665972,0.000494002,0.001621973,4.94E-05,0.006191492,0.003910849,0.006273825,0.005326988,0.000214068,1.65E-05,0.001934841,3.29E-05,0.001482006,0.000395202,0.001111504,0.001144438
2,0.002900662,0.687401254,0.003098153,0.001653994,0.049835835,0.002332873,0.073503999,0.000253036,0.000166634,0.004678088,0.01752123,0.015213044,0.006079046,0.016256048,0.010096771,0.012590106,0.000623334,0.01085588,0.001456502,0.00940555,0.009664758,0.00270317,0.000154291,0.001147921,0.000641849,0.005610003,0.004986669,0.005326108,0.000104918,0.000851684,3.09E-05,0.003270959,0.001814456,0.002129209,0.00178977,1.23E-05,0,0.001005974,6.17E-06,0.000543103,0.000401155,0.000246865,0.000481386
2,0.007204886,0.000120752,0.007884118,0.002596174,0.113602745,0.025861115,0.155710074,0.000578605,0.000291818,0.103977782,0.04858267,0.036079777,0.014907876,0.032099983,0.031093714,0.026047275,0.000543385,0.01855057,0.194768407,0.021353029,0.017227326,0.005368445,0.000171066,0.002535798,0.000850297,0.01282993,0.011174618,0.012975839,0.003582318,0.001781096,0.002218823,0.006203649,0.003602443,0.006721877,0.005016251,4.03E-05,2.01E-05,0.002138322,2.01E-05,0.000739608,0.000221379,0.000779859,0.000649044
