GWG,Veillonella,Enterococcus,Bifidobacterium,Escherichia/Shigella,Bacteroides,Streptococcus,Prevotella,Klebsiella,Enterobacter,Staphylococcus,Megamonas,Sutterella,Parabacteroides,Alloprevotella,Dialister,Barnesiella,Lactobacillus,Roseburia,Clostridium_sensu_stricto,Alistipes,Faecalibacterium,Clostridium_XlVa,Citrobacter,Flavonifractor,Akkermansia,Lachnospiracea_incertae_sedis,Mitsuokella,Butyricimonas,Brevundimonas,Sphingomonas,Rothia,Fusicatenibacter,Blautia,Gemmiger,Oscillibacter,Kluyvera,Salmonella,Haemophilus,Proteus,Ruminococcus,Bacillus,Odoribacter,Dorea
2,0.004345214,0.001123846,0.00379298,0.001622795,0.064446748,0.570095042,0.095914433,0.000179234,9.69E-05,0.014866737,0.024608349,0.019987018,0.007740973,0.021517773,0.015205828,0.016920662,0.000794443,0.011756784,0.001690613,0.012318707,0.011495199,0.002766017,0.000159857,0.001525911,0.000629741,0.008893884,0.007387349,0.007314687,0.010957497,0.002572251,5.81E-05,0.003671876,0.002204094,0.003206836,0.002882277,0,1.45E-05,0.001448405,0,0.000590988,0.000368156,0.000397221,0.00054739
2,0.010459736,4.10E-05,0.014629575,0.002898975,0.14968082,0.013095168,0.19354612,0.000491947,0.00036896,0.098828697,0.060450952,0.046243045,0.018155198,0.04579795,0.038178624,0.032497804,0.00077306,0.02620205,0.003326501,0.029551977,0.025592972,0.008187408,9.96E-05,0.003385066,0.001247438,0.020128843,0.017762811,0.016398243,0.008275256,0.002354319,0.001469985,0.008884334,0.004456808,0.008796486,0.007420205,0.000234261,4.10E-05,0.002254758,1.17E-05,0.001710102,0.000140556,0.001540264,0.000802343
2,0.001165654,0.003159248,0.001590518,0.000838835,0.019750746,0.856613722,0.030840796,0.000141621,0.000174303,0.004608144,0.006340284,0.005163736,0.002309519,0.005915419,0.003725734,0.005588601,0.00041397,0.005131054,0.000773471,0.003682158,0.004052552,0.001220123,4.36E-05,0.000479334,0.000206985,0.002233261,0.001590518,0.00250561,6.54E-05,0.00046844,0,0.001263699,0.000947774,0.001067608,0.00104582,5.45E-05,5.45E-05,0.000239667,1.09E-05,0.000305031,0.000326819,0.000119834,0.000196091
2,0.010981452,0.079961544,0.021913176,0.004873278,0.15371546,0.025327786,0.186121103,0.000895092,0.001259759,0.01852343,0.053299408,0.045624824,0.02091863,0.045235293,0.035298115,0.035182085,0.000621592,0.025800196,0.003041655,0.025825059,0.025501832,0.006928674,0.000621592,0.003663247,0.001251471,0.01436291,0.017039898,0.013061712,0.000281788,0.001914502,0.005345688,0.007351357,0.005842961,0.007798903,0.007334781,0.00015747,9.95E-05,0.002312321,8.29E-06,0.001931078,0.000215485,0.001234895,0.001094001
2,0.00575557,7.37E-05,0.006808739,0.001411247,0.090698936,0.123547285,0.123610475,0.000258026,7.90E-05,0.00562919,0.034417571,0.026750499,0.011226784,0.029746765,0.020083938,0.020305103,0.000379141,0.01795127,0.002211655,0.016940227,0.014607457,0.00370189,8.43E-05,0.001664007,0.000779345,0.011611191,0.009678625,0.010563288,0.052342512,0.004470703,0.275393227,0.004712932,0.003027862,0.005155263,0.004360121,2.11E-05,5.27E-06,0.001400715,5.27E-06,0.001269069,0.000115849,0.001105828,0.000753016
3,0.010225035,0.000290334,0.015498556,0.003357317,0.157957527,0.004117464,0.208422853,0.000496207,0.000300892,0.078300438,0.064575558,0.049425403,0.020487022,0.044811732,0.039036725,0.035748032,0.000475092,0.024593928,0.002850552,0.031435253,0.022397948,0.007290023,0.00039591,0.003220068,0.001388324,0.016374837,0.018549703,0.016997735,0.002232932,0.002803043,4.22E-05,0.008097679,0.005315751,0.007807345,0.007316417,0.000163643,1.06E-05,0.002634121,1.06E-05,0.001694495,0.000147806,0.001314421,0.001346094
3,0.094243967,0.034229623,0.030369297,0.12942285,0.04216122,0.279848962,0.059184621,0.000421893,0.015469427,0.065794285,0.014442819,0.01277634,0.005041627,0.014970186,0.008606627,0.016756202,0.00085785,0.013507622,0.003164201,0.006813579,0.00862069,0.001842268,0.059472914,0.001026607,0.000618777,0.005294763,0.004338471,0.005547899,0.000232041,0.000703156,0.000112505,0.003136075,0.003726726,0.002271193,0.001793047,0.002468077,0.000696124,0.000682061,0.000175789,0.000506272,0.000907071,0.000189852,0.000464083
3,0.000994936,0.847086634,0.001473702,0.000471285,0.014557478,0.039662769,0.023100459,5.24E-05,0.000710668,0.000239383,0.005281387,0.004952236,0.00187018,0.005243984,0.003149382,0.004832544,0.00062838,0.004256529,0.001137069,0.002932442,0.003553341,0.001054781,0.000703188,0.000351594,6.73E-05,0.002229254,0.001810334,0.001608354,0,0.000224422,2.24E-05,0.001256761,0.000748072,0.001002416,0.000950051,5.24E-05,3.74E-05,0.000351594,2.99E-05,0.000239383,0.000763033,7.48E-05,0.000246864
3,0.005368416,0.424715053,0.006777716,0.002339147,0.086817234,0.03905359,0.110956944,0.000297842,0.003305317,0.001017021,0.035523075,0.026311775,0.011107317,0.027183507,0.021517249,0.02042032,0.000690121,0.02042032,0.002796807,0.014935673,0.016301387,0.005048781,0.003036533,0.002273767,0.0010824,0.011485068,0.010533427,0.007140937,0.000174346,0.001779786,3.63E-05,0.005753431,0.003842885,0.005070574,0.004424039,0.000355957,6.54E-05,0.000995227,8.72E-05,0.000690121,0.000537568,0.000581155,0.000733708
3,0.004526339,0.198278345,0.110541432,0.00168709,0.067080347,0.046201578,0.087753372,0.000436175,0.000205743,0.239772531,0.025438026,0.021084511,0.009077367,0.019677231,0.016714536,0.016105538,0.000444404,0.013406194,0.001571874,0.013546099,0.013455572,0.003851503,0.000230432,0.001604793,0.000460864,0.007991046,0.008534207,0.007233913,8.23E-05,0.001176848,1.65E-05,0.004081935,0.003547004,0.003925571,0.003530545,5.76E-05,8.23E-06,0.001201537,1.65E-05,0.000897038,0.000905268,0.000600769,0.000740674
3,0.003462139,0.243487689,0.003950596,0.442633158,0.043848396,0.001980666,0.064320642,0.000128824,0.00025228,0.005990306,0.02126666,0.013923704,0.005823909,0.015136795,0.01242076,0.012313407,0.000305956,0.011368699,0.001347282,0.008094428,0.009323621,0.002420814,0.001052061,0.001288238,0.000429413,0.005834644,0.006591484,0.005410599,9.13E-05,0.000708531,3.76E-05,0.00297905,0.002512064,0.002995153,0.003059565,5.37E-05,7.51E-05,0.000536766,0.000177133,0.000826619,0.000305956,0.000327427,0.000466986
3,0.007949749,0.24618362,0.008992476,0.002602646,0.118028329,0.015849447,0.146257028,0.001593287,0.002544253,0.02000367,0.047373163,0.031765628,0.014539782,0.036587197,0.028695841,0.02818699,0.000759105,0.025851282,0.002953002,0.021213233,0.024916999,0.007023808,0.002702748,0.00303642,0.001126145,0.015207127,0.01480672,0.010936118,9.18E-05,0.001284639,0,0.006998782,0.00657335,0.007457582,0.005797561,0.000308647,2.50E-05,0.00197701,7.51E-05,0.001509868,0.000316989,0.001084436,0.001476501
3,0.007713583,0.000190302,0.233310497,0.004554566,0.082350105,0.032820786,0.150630535,0.000291797,0.000304484,0.053119687,0.039379869,0.019106341,0.006559082,0.040026896,0.020032478,0.026312451,0.001141813,0.038250742,0.002765725,0.015160742,0.026261704,0.007434473,0.000253736,0.003082896,0.00111644,0.023242242,0.016010758,0.005873995,0.004110528,0.000850016,0.021186978,0.009870341,0.006762072,0.005442643,0.006470275,6.34E-05,1.27E-05,0.001103753,0.000114181,0.001979143,0.000507473,0.000621654,0.002017203
3,0.008529264,0.000115338,0.007364348,0.002468239,0.129490263,0.015357289,0.174443349,0.000438285,0.000593992,0.255491543,0.048984158,0.034266997,0.015645635,0.039999308,0.028707692,0.029267083,0.000282579,0.020541744,0.002768118,0.023869253,0.018679031,0.004492425,0.000259511,0.003275607,0.000916939,0.0132639,0.014849801,0.01296402,0.000380616,0.001372525,0,0.005374763,0.003442847,0.007283611,0.005945687,8.07E-05,1.73E-05,0.001384059,0,0.001360991,0.000351782,0.001545533,0.00125142
3,0.010149758,0.000100805,0.010886891,0.003502958,0.132047655,0.018025113,0.188706111,0.000409518,0.000233111,0.039842997,0.057899611,0.040214714,0.014465452,0.043812176,0.035886418,0.032496866,0.001089949,0.030039755,0.004460601,0.024986927,0.022977136,0.006098675,0.00022681,0.003962879,0.001505768,0.022252604,0.018976456,0.012934483,0.019745091,0.052437265,5.67E-05,0.008536885,0.00643259,0.007188624,0.00686731,1.89E-05,1.89E-05,0.002034992,5.67E-05,0.002053893,0.00022681,0.001171853,0.001348261
3,0.006151523,0.000115782,0.005255474,0.002003524,0.092544677,0.009725648,0.12379562,0.286171659,0.000840675,0.172056381,0.032615152,0.030118299,0.011754342,0.026025673,0.022949912,0.022315631,0.000478228,0.013410521,0.001535364,0.016894035,0.014195822,0.00384596,0.000166121,0.002159577,0.000896048,0.00914674,0.009831362,0.010561289,0.002099169,0.00088598,0.00036748,0.004158067,0.002743519,0.004767178,0.004450038,7.05E-05,0.000226529,0.001359174,2.01E-05,0.000790335,0.000281903,0.000734961,0.000719859
3,0.005495384,0.387501166,0.004729361,0.003923371,0.075896247,0.031546834,0.096299109,0.001105738,0.002804311,0.110726989,0.030001465,0.024026484,0.009858386,0.022574371,0.018531101,0.017265497,0.000792667,0.017551923,0.002118221,0.014307981,0.016086487,0.004942515,0.002604479,0.001691912,0.000412986,0.009591943,0.009032413,0.007533672,0.00024646,0.001398825,4.00E-05,0.004609461,0.002751022,0.004769327,0.003683572,0.000486258,4.00E-05,0.001378842,5.33E-05,0.001052449,0.000626141,0.000446292,0.000919228
3,0.008737997,5.59E-05,0.331078093,0.002744921,0.106111515,0.013968596,0.144367575,0.000452404,0.000167745,0.013068872,0.047039806,0.033630361,0.01383135,0.033101709,0.027179797,0.023326742,0.000599816,0.019636349,0.002429763,0.019773595,0.015127563,0.005154351,9.66E-05,0.002038358,0.001011554,0.013866932,0.01038495,0.011330422,0.005062854,0.00137246,0.002012942,0.006130323,0.003476899,0.005134018,0.005042521,0.000157579,2.54E-05,0.001265713,3.05E-05,0.001031887,0.000213494,0.000991221,0.000808227
3,0.007513221,0.182471505,0.006753953,0.002736896,0.114199193,0.109617099,0.150229105,0.000759268,0.004635066,0.023793338,0.04477915,0.034255344,0.014426091,0.035385417,0.025170615,0.025073499,0.001006471,0.022936954,0.002374919,0.020403118,0.020579692,0.006524407,0.004670381,0.001906999,0.001032958,0.01314593,0.013472591,0.011097672,0.00020306,0.002039429,2.65E-05,0.0070453,0.004396691,0.006674495,0.005526764,0.000547379,7.06E-05,0.001783397,5.30E-05,0.001068272,0.000229546,0.000891698,0.001059444
3,0.005802107,0.2524469,0.186848558,0.002735279,0.085042307,0.004676222,0.106496287,0.000462787,0.000276291,0.008571922,0.035979969,0.027663616,0.010512865,0.024776377,0.021847695,0.019361078,0.000932481,0.021336557,0.002610948,0.016121568,0.018912105,0.005125194,0.000276291,0.001913314,0.000670005,0.011403903,0.011203592,0.008219651,0.000145053,0.001194958,0,0.006617165,0.003992402,0.005056122,0.004337765,3.45E-05,1.38E-05,0.001457434,0,0.001132792,0.02595752,0.001001554,0.000656191
3,0.00410427,1.34E-05,0.308256155,0.001549161,0.066332245,0.000824878,0.096691771,0.000288372,0.000301785,0.264785766,0.022077217,0.019528814,0.008268897,0.020139089,0.014680142,0.013835145,0.000221309,0.008986473,0.001233964,0.01191043,0.009804645,0.002132611,8.72E-05,0.001079718,0.000482855,0.007101996,0.006357595,0.007249536,0.002675823,0.001093131,0.04778926,0.003232448,0.002065548,0.003252567,0.002521578,6.71E-06,1.34E-05,0.000972417,6.71E-06,0.000603569,0.000409086,0.000791346,0.000321904
3,0.010539079,0.159648386,0.009031275,0.004127029,0.137427719,0.017759435,0.17465647,0.000722813,0.000909345,0.000987067,0.057506373,0.042296213,0.016337126,0.040127775,0.035868619,0.032588758,0.000987067,0.028928061,0.003241,0.026705217,0.023813965,0.008557172,0.000272026,0.002665858,0.001367904,0.015350059,0.016764596,0.013904433,0.000163216,0.001772057,6.99E-05,0.008269601,0.005152957,0.008129702,0.007064913,3.11E-05,2.33E-05,0.002844619,5.44E-05,0.001655475,0.00017876,0.001002611,0.000987067
